正規分布,正規+カイ二乗,二峰性混合,外れ値混入
50.33789534744446,60.42610946502517,42.20677953617369,44.570140211863325
51.44559699344992,58.834913535918055,61.02600506786452,59.43961985764733
53.1564411291927,60.460648156628466,54.94505340291622,49.99440139001055
42.71422090072167,53.6964103113439,56.83663613335213,38.82482251050667
48.401643918213495,67.15147378911831,46.00512710261224,51.78682486077837
47.648136728536024,53.67151416774328,40.779257503194415,59.72298896130114
46.80561075878329,52.89707161789199,39.85654231351164,57.87960144272695
48.62428874386658,52.29809329466338,45.70289508113069,59.15477144378283
57.47470655617198,49.598213127130016,46.18271294832609,44.901199073092684
45.670844421533786,47.087396896344096,52.04757033061301,54.56076197988389
54.8413917729574,51.45685977584568,37.85619797963424,46.390027301316444
41.58565114192098,53.85840194387856,47.178295084339005,51.121446997084625
48.32557485007113,55.36216102653647,59.5501084559454,43.63523785630134
50.813765325525026,54.83289800621844,42.917208713255796,46.77772117558642
52.93111165679639,47.41960577242824,46.45524530119239,46.618766513181924
53.55613289896427,57.649499908833214,60.37102174535411,54.49277640071308
53.96673617599963,65.44512617238257,55.35628465769185,54.00359560834828
48.25637463875781,61.19570839453921,61.082743211661466,51.3840986466541
47.68824103667716,52.53390856416925,57.28469094705909,43.24789290972307
54.28987940628577,57.20842891886217,45.1612576889715,48.4418028302514
49.043478375591924,51.07449114848013,55.894699161199654,46.26941758528637
43.62156838331039,47.385041448933464,40.65898627075495,54.348378783472455
44.333563929982596,57.90537242914182,56.700302030130935,55.890924264085925
45.402738569991946,54.702727438933785,47.893652046718,53.16029387584485
52.48580372026882,56.54655356415391,45.88377852767514,46.2239029029149
50.712128680352826,60.491220008358425,59.848706189659936,36.3023343885526
53.45242677033884,47.30612381697836,47.45629185104232,41.16519050934973
47.86373676831733,60.78549892501349,44.48138675266969,57.108134890411044
50.79269845538357,68.14115962670382,45.5795447394396,47.99372530340088
53.12795196983669,50.26386302411149,45.97226766696014,46.246376908674435
48.45326730139881,55.17474760103255,51.4406740637483,58.21330146718117
52.28387618778706,41.49974522811411,41.868167785594075,56.325799727441634
46.69037029466674,47.72672839787014,41.72131427670375,50.12224360959893
48.18473076717464,64.55267222730464,56.935908091120965,48.53298454468013
48.09131053000836,49.431372082251826,50.68225108428216,49.33949393593437
44.0208017720548,53.51045074625426,46.81498012703662,51.13581399193733
52.43486240392791,60.034717718860534,59.48836212426636,58.00023640659804
47.65298829898638,46.303965645453175,54.16573491186459,52.11233712118614
50.06247059363844,52.248149232693734,57.45010733071822,53.63014516519571
52.403733294529545,57.73920028185901,41.858138560848566,55.84635054535086
52.23265588014972,65.5388702991277,42.559828762959974,44.151619994877905
53.32692554486393,52.98387488020841,44.714142638958194,67.58124731609539
49.50757257745288,52.335444422046855,50.33496272015947,48.52715622669194
47.883508439779234,63.837931436822196,61.49483333556438,37.41952402113617
49.601408945468,47.86655601495986,59.10807417909972,39.35915229007094
41.56332783020985,54.88089373463764,43.15147474747643,44.90941194240657
42.76443763788456,56.80979250659199,45.30676997894225,52.65611614296291
43.38650193822799,65.00259049916498,58.837724661800685,50.568997826701484
45.01376586199259,55.45196474970221,46.221791681206405,50.92183353587832
51.998871133617186,52.88588432004105,60.5438762303911,59.75471741343346
45.472604723199694,46.24362322075632,45.45276458041949,43.654551925700936
48.10918722980305,56.675453553650776,59.89382419036473,49.86283322908138
56.49614148893033,50.50681637692357,57.47090214853201,51.52217761406908
48.21868014469287,57.40644613351937,51.61957592142121,46.318634417308324
53.687577842335436,53.73268454679048,46.900264623082045,50.14163372541471
45.331911599950615,50.788478218078616,61.148495817589954,42.00025332957828
48.97281221066185,54.87883406812851,56.87168742832125,57.04953108637514
45.24988972544709,54.38839754707152,60.11790924009645,46.59192723734783
48.30483462049719,52.160483092768985,47.31761942274828,60.15700082389252
54.20154068728698,55.344837161678356,62.07028947239189,49.837628380412724
41.36339788403826,64.00102445210338,46.432832189270314,55.14026782699592
52.172118217729285,54.54724962303712,44.469422419281614,49.73348565504423
51.18867801166139,58.2572619232544,56.15774567396689,49.84628083869735
47.02925022151603,47.3877359610731,56.10374253157327,47.079853333889965
42.769710728057724,59.31431413327941,59.258394678559746,50.59561964683139
50.360647538569346,48.56393407451089,47.1944772238228,51.58999347207024
47.35253645468099,50.212034845030544,48.74163426342735,46.0787074554241
51.16338105677352,55.37109603435759,46.4890291030222,49.37477792070058
50.10926072761721,58.517755005121415,46.69546013642931,46.94950566971443
58.00889445660458,61.28449838907924,62.565101358210875,61.498320348074195
48.80322186263488,57.84291471173423,55.89173512053639,49.55134615044191
44.88251253689067,51.449978956143674,56.24045304724011,57.7261607584828
50.89637817478158,55.39639099369984,39.06675281289861,49.02188834596156
51.09998341985882,51.83383676181032,62.30798205330314,51.29643820767454
56.79593787620218,48.58719096457107,45.58531191942866,43.393179641773656
54.17555622957289,65.36005686539104,42.582019173504605,47.76463704066067
51.784355295747545,54.129274484921865,46.139062741841954,51.05267335394623
57.316514456097806,51.29296316508769,53.34247758009984,53.77893452398263
44.056184728385745,60.30279278435693,62.440297611141744,51.10991388838136
46.80124233625126,49.1928739239511,42.784870257368674,56.918601805965
45.36712029297237,45.73572813440321,54.44444625840305,70.2994154777544
48.05095098422116,59.90416867527256,45.519021418956676,58.13700669732343
43.116569262218455,64.76319395852413,47.37118043089852,49.70478891347472
53.17575473407202,56.40648422222171,51.42236952757777,61.95111355325902
48.88888651450613,49.9217800930431,51.363430207901004,47.573018985429385
42.64596852748671,61.733981067026164,55.050694217025175,46.167690829011654
44.922104593962295,55.44356994971328,42.01699467451464,43.949735751554826
51.56756923725098,54.33130595351274,46.64694862223073,61.65512335779035
54.1906328394719,59.81154188034743,55.12596519789631,54.09723786308949
59.98365445845893,56.520466064203,41.139277678390876,48.32939633309846
64.56931233003665,52.5226426203932,60.94057261501547,56.24511348436747
52.07204716637998,52.78138840744271,55.29366658545685,53.43846092558891
45.05230939984068,58.83083662701155,45.83186859363254,59.83063735687795
39.339768596343454,63.121294878493366,39.87232168826954,42.260835836300444
51.33855731171918,59.60744479505988,63.65856747566824,48.673199458428726
45.93529452344837,52.13573492524124,39.56936003673955,47.68739308028587
47.923213699101574,49.88835207951826,43.42868166437629,40.13158661795699
46.93951600470096,61.502428067154,58.268778302105304,55.30163602389847
49.29604556791807,45.928225856320466,56.47779827079872,48.648017220983206
55.329901153938216,52.773250229045914,56.67426994876093,53.698156024932814
50.785242837226725,48.93059074614688,44.16096950660132,61.79885967164806
49.20682581480656,65.91613764963918,55.71402542851903,74.54306118789704
44.82173123587094,49.535587043018175,57.63374833608582,47.894235086714225
41.62658527647822,68.12790046946279,61.70574216493082,50.59332084861998
47.568460454633346,49.356245030509655,56.186204151461375,54.93623676491705
49.7310872459084,61.157282912845545,55.749994791254466,47.16643487344925
58.839649567899414,58.0109603117814,47.61246831109992,46.84519201433935
50.65137260736443,62.54006632864012,60.457312506736415,55.28594635120683
54.913697555115284,57.31198408576549,56.067375248840655,51.89319661919018
47.50352200730424,66.0227983649764,57.429784981297765,39.7763586849759
44.07528116791488,51.832311110001285,56.79051196920985,43.87304100265446
45.174416188838144,44.293172633693075,45.6341594251448,57.50617931913605
46.37386967732123,59.69065689597363,48.4768487471307,52.009641415394064
60.64234866217582,47.415889519436554,45.272400070830145,46.352730754052274
45.89306660387807,57.09027250405663,42.841555362064355,49.14795171382509
54.19244601868172,51.55936994370146,60.00566602977021,32.518719953359906
45.48536410956487,49.298113637924715,60.715778204481865,53.678666801400816
54.65786506437122,59.7502530814913,58.84351949693044,43.20868302570605
51.92475483052932,59.933580221261785,46.493768802808134,45.795254306647706
49.21681051170955,52.125934941128826,45.61623158088378,51.364778774316946
49.79618736932283,46.58761892619995,60.052113739352144,49.50082709752275
46.72606152285305,56.36426877025985,57.65566615299423,52.85929591318355
52.2303610074104,71.43152174110551,50.74933463020623,43.85246301320201
47.7250825982961,49.81081680365172,44.915946645312765,51.78564338135661
43.87197118116376,49.32176256134104,58.872199533600465,55.45791809688736
43.6103121284019,60.85235524050222,56.936237358245926,52.43409273574642
50.862939588610594,57.89124153793986,41.45264828338069,50.69555869880796
57.89545628205217,66.56194848346848,58.45024339103507,57.182876072877434
50.799958067867195,54.96267637505364,43.19184191090933,45.82574423614249
49.40680836945059,55.63030663195786,54.43335953920719,49.640007037801055
51.42913069801271,58.78698981177622,53.17357987219008,56.29852926440203
56.530008708534126,62.40378520609099,58.380600928887525,49.404857466999374
51.09691250681928,59.106952677432965,56.26945458055506,45.55098005325795
47.94536384583132,67.11978470820233,60.366723650149716,47.53876455617307
55.53144355029944,57.628048983601886,45.74004944883223,51.00425148637965
52.143782192308066,57.20603937604261,46.888212018306604,48.13243001409577
57.67877995997996,49.08727100740068,58.97197076881643,52.4265164153157
50.91617218610953,59.71209744762977,43.56575082673853,52.61421880374515
43.8776548413975,61.71192905053668,62.50608775552939,54.44491590202324
43.15920400377168,61.31885241595896,58.25398384219829,57.11779736132517
58.25463966115625,52.689940189427716,64.63192263217972,54.97929362186181
58.61832860391649,56.630020663705906,58.59266884758251,45.3288046792602
49.102403933587,50.87891569132967,43.521420693313324,45.48232776711864
48.08406339432006,56.03386798421725,42.60358276532106,49.621142617700876
57.307221461211014,54.175041301586674,42.018906368680554,47.74412321380293
44.46477158978256,53.705460280135355,58.040127438147586,44.30836636519528
45.526364905220866,63.10718326596318,47.767919168363555,47.791541029135026
53.21663397344522,45.044540148535724,46.80902056028003,47.627435331904806
48.026974385702054,47.43165970512078,59.098998800950135,46.64076130119397
49.97439066639964,50.18662713792514,45.47534415149921,48.42105256922497
49.18278550737744,52.522904018457005,58.74674079602509,55.89225425159165
51.68787274399467,62.6537301347034,48.25375917439153,50.9961902062462
57.037409306568584,56.992569905731415,46.80287785409969,62.359045380277344
50.452924534508725,53.13936650938242,58.32131509002841,50.85254093009824
53.21969396638429,69.33369389692862,46.47689073581411,48.54967113031374
39.74913949484489,65.84279613892909,40.999577043797395,50.02066441327433
49.75640799034941,48.468683291776934,56.94320489515069,51.2824598922177
45.783848648535646,56.28912579079566,42.57163881270802,52.17626978585532
43.90593469788186,57.343512437560314,44.3571751723366,60.38355662929512
45.609238165356246,53.34588034677399,62.70999545499684,45.77339767511216
48.32938279649594,65.21679961297518,45.188094909710145,54.295230290888675
54.57951271178007,52.18097011488786,56.360386620914866,51.03875298807062
43.36803641130218,62.290045380706424,46.832534749232565,42.14451128714691
50.15315746297209,54.33842042262572,64.32065419983444,53.853493910473816
47.57915283333211,52.147720158377396,43.87977318952835,56.338117804019525
48.361634528190194,50.12136628807313,59.33998454583671,45.71411798111285
55.01378912652302,49.82015424112891,53.02033635574094,49.95533066054015
52.69057718501963,54.46455857945668,46.98132769964531,41.37322868996148
56.68699053721372,59.27362340219048,49.2026455809389,43.70596770157832
49.227471603750494,61.494446430463675,45.20301377418813,55.24014788808626
46.52028694164648,52.1204238785312,59.375677408636506,47.66791746996283
48.8807059155975,63.08815173264194,59.766109834645455,44.4559851253098
51.21248395635611,57.54848650091832,65.81087889625123,51.14730182229215
50.88286679226856,48.12328221521179,59.21494695677403,47.387937842844885
44.57805963883317,47.63357508658215,44.63458432784,47.64589171112232
50.452448908139374,50.87903690636536,52.89166416432007,53.696630128374515
51.14114165069453,61.204458426146815,39.43106529865663,44.19133320532827
62.5873701876696,57.645843751315404,58.83087602565809,45.47317393659084
59.38422305640835,55.75517837803047,41.53897525080072,50.77039996074434
45.7337832472059,52.439480690694005,61.69562540286791,54.84704895374102
48.56308319225412,50.679395461585166,55.2771474816982,56.19080150744925
42.68278999081498,53.156680298584455,45.38978956249822,46.67469139819188
47.046464930182566,51.036277500865545,57.53616772414027,54.68688483459824
51.5780250179517,62.940513440870895,61.2719798082644,46.07928853264796
56.029268104441165,53.64493039269844,37.194335054844935,59.131046734534
46.354580811281956,52.32607705348466,57.081642854620135,44.331144872901355
46.72926779966102,65.57637473760423,40.58456294602745,56.642394053958654
39.26355485130672,60.625477799980615,58.10944226684269,46.71756946590638
49.18667039727546,59.617853074087705,59.75250722005687,60.066232273973
44.68792794070218,45.99500089674103,59.089027743143546,52.95660364426242
47.35280286316963,42.355679919565816,43.94542579457012,44.91991735295889
45.61569610916206,59.73168217614471,58.21033947619965,47.388807602287464
49.52868722873721,59.663554296457185,45.257980442242875,53.90590602611871
41.21135804321684,47.80943161815545,43.46381574204262,55.263222088077804
42.66477377304505,44.387914784841264,46.161176188187234,49.64642204137769
60.64623556014149,52.13364868781662,44.22237222205475,50.22329140481733
43.56288709362985,55.40145484438731,57.272142857799174,53.791765163220326
44.5160721077268,60.14045660430159,57.15979411935737,50.6589921350541
59.18456764160657,58.456590319689504,61.36928389132461,43.53247570330812
64.52533584620204,55.70406222312088,41.35018885413179,45.935129876799095
44.14216685587329,51.2622754390261,40.862552245954234,51.175599715758324
48.158755216059845,55.57609609237255,45.70329334944629,56.077412082488465
51.70777775470255,56.240451584734,57.99324926648753,58.07991212081024
58.64348822202796,46.50752903313814,51.341577224130845,53.89764710385725
45.065714607858816,64.0545000801711,48.90347504595609,51.43645380518182
48.77361077028945,69.13791952599054,60.458029291179244,53.744069429912386
53.88668788030872,58.84949933110221,45.95728450207072,46.66624574896572
52.17383037233309,56.767140445054736,56.69280973549978,49.23384519870893
48.119219643849505,57.788772237220755,43.59607106002712,45.87934639330262
49.330885177419795,60.35050685073078,55.402180348503144,43.756286946461444
43.12552095815009,58.066722972910725,60.75827102994096,51.667745058181026
48.80913128012667,56.70810077691973,56.3928553816918,50.92756653292372
48.66806254995522,54.67012861263866,52.013535357516496,53.438262422545066
51.16084944813128,66.43238855616642,44.790603642713585,52.730559154462235
47.22336390590492,61.55709911723861,41.14160988987363,51.21322135661931
52.35769261272569,55.96758114285295,47.93875602346792,52.78308332838777
55.06357908909914,47.003846415586715,61.35819148599514,49.78658451886262
50.77714663834233,52.82413992413745,61.42444230430965,52.064456976112005
51.758782041996014,54.468784591175414,55.296897912235146,46.3692779865682
50.26577673788934,47.567232906920225,58.035149253158096,51.84852962819565
50.00042196545707,60.441175519167125,47.210509592760154,53.342088426430045
46.392209832285765,59.85580665302789,46.74932440697323,46.65159285963898
51.58247130836654,64.05980873126971,41.32588566704838,50.259160494964235
49.51356700793255,55.47712607305162,43.13844413805401,46.8819874518532
60.465841544652974,60.96423961025819,44.8094739766852,47.36746651741942
57.86677451237621,51.79195767866469,45.13265100870055,44.375353224489224
51.929232762782505,53.73353840257488,58.784261238189906,56.328874625832775
46.18471395152616,51.28039810918055,47.33121887697269,55.32842587360024
44.43794264008291,52.61597269880879,53.67594760079784,52.68716927113669
55.95571476544433,54.437192163630954,60.21907752523877,59.86097975971907
51.31374612573569,49.739447124568215,56.62575459499562,49.05377151715804
52.400717016958055,51.32647933803942,41.701024962466974,65.15881207555317
41.27707006512904,59.8176367212539,55.00592922011837,48.8623529231839
54.637192407790906,63.65232139099959,63.449580988420315,51.27596675878008
52.27210169107182,58.007295153261694,42.45976772134794,60.5836266030372
44.447846577927606,52.78720231037733,55.08514368096112,38.075371366775826
47.64237596275026,51.97820617639621,45.341244460458434,54.17807463943122
51.3185860217826,59.78909126566792,55.090598814654776,49.43041803473458
50.26233399178122,52.62346253983744,51.90514129401092,58.8835992355881
48.539144070982225,46.95626929722519,56.76839803595495,51.1957464231673
49.4825586596702,52.06901193855916,57.078618780742644,51.352426930551
48.74011310896557,53.981048017563445,50.88341341580946,45.45501152743141
50.762812560512344,50.980934163569046,44.41506034164064,52.09249537275192
57.35745986496578,53.94514562382362,59.659230361075736,49.329863895953174
37.16670779534351,62.36000741242761,49.74848834032,46.95880135331357
48.81574867745158,44.12076294515241,61.873087165552406,46.11762795925818
50.88256210686224,61.82933467048542,43.86588212480557,63.358816898783424
51.479969948435496,59.777824420875774,43.59472290630163,48.682613749104824
48.14042709339355,57.89287774719406,47.53891218692319,42.71507289609366
41.216391087607086,58.18821582427852,39.57556785938776,46.50889270133714
51.639977418570545,55.46628385469311,48.20538620173289,49.74216080261893
58.63675107082093,53.97687691447166,42.64566225853203,52.73333516308242
42.33069297541931,46.45771496932056,53.40140536494188,52.77398260862657
54.31914006849094,53.97429564196799,58.64861402896806,53.383072758882626
48.35737388438553,56.699612740253635,57.35426663027154,46.77569846681335
49.69337827085576,66.22365791700936,57.13514362561804,51.702202217507725
44.735507446480256,65.19074330340992,61.401367817692034,45.61970267944711
48.327719138220615,63.506673356207116,45.382087426969456,46.90178508492994
56.50022297349479,55.46716269157194,63.12030292125692,45.411455127498705
52.91327620993854,51.14684563424872,46.44308599429097,44.05805572700865
58.66155802704972,55.80322718157935,45.99759693929292,55.321047444290045
55.88705944488847,59.67793354941283,62.10635389571069,53.44305850489444
52.19543339464788,57.48781404468279,53.05751110285768,54.88332684989065
58.71967263083896,55.26309421991017,57.94948982879972,50.19656533012148
52.194965793691495,55.19648239217692,46.980112475371,53.884038494325736
54.1399408839853,50.90679611548678,51.03277833720154,41.193552976787274
48.517145232326456,52.407378360843666,48.80866040106281,54.31543759022678
50.33272907929602,52.94454631531565,58.98323940985585,50.88559915002515
46.51288088349862,55.31591595891434,55.92469077099306,53.13554800074583
54.947919672974265,54.37620843612741,42.69493302135626,51.90011649524307
44.10848188442567,52.820243111750806,43.97354132780386,45.064724227315565
53.911751712088304,52.21405165786559,54.5204821426991,42.50980112304477
49.0467447124742,62.41161975423171,46.17136479616165,46.43972916908518
55.856235467336596,53.865145824440305,54.69801620729692,52.82458640636456
53.7543449436563,62.64602584403666,59.07638825171876,53.450457075876976
59.10323078823401,47.165457198691264,51.835716076974116,43.160288613090685
53.65387345569322,61.29562538660012,43.38139445423658,45.094503162658924
42.1397987217338,56.042219554968995,45.169490075979695,46.3838215702958
49.665234135508996,55.70299526500696,65.59571403322653,48.21347469866592
44.13996403702592,59.51873968619774,53.258982046463395,43.18974584573674
47.40860078816863,44.850463830420324,43.43538406564085,42.889741169299334
57.55614216638361,55.753651174093235,44.003494410482986,45.89082351796223
53.18766905448848,66.13465455744347,45.41461538805984,50.43126918112503
46.505347857106266,48.17119453933741,60.913019007877566,44.09702830123255
44.931413167798006,49.629852191735246,60.479221929679774,64.76801334375857
50.1639104643813,50.181350762680374,44.07293290441125,55.29276408070908
43.91719925309436,49.332285136420204,58.12789307331324,43.49110131293245
46.64429861301709,51.886420661706964,55.350401106534626,48.9677712079473
51.56004735775622,60.18206809897072,43.697398700223346,55.123783668753866
55.77656018053348,60.551089036634494,61.77333685260833,47.90865804818095
53.0438073611222,53.0787430807083,45.155094964285844,47.1316515457079
38.5435524570095,60.830231902565565,52.86558052080862,55.81747907153237
51.5218336451513,56.905265093039596,57.69910699766977,48.46898960514226
50.36016786616289,78.00274486681747,55.32993775070919,55.52247512602784
52.069451426863466,55.457666522188845,56.35578120026553,52.14482695563599
58.08104840825604,53.84640307059218,39.778491032916556,46.82753301463022
39.68380861597629,51.78091895313812,46.40345934872897,65.07942654747814
47.04448287404447,79.29944335535214,51.55759129925288,51.60224756923019
52.95453161396677,59.48038327445079,56.525377521528505,55.10441410501237
42.09202800273029,51.56245414442208,58.37122004323417,47.258272310674904
57.379745240267546,54.22670242009892,50.167079825986946,50.206030333908096
51.84178306350329,53.12705283356031,52.25020759744537,49.69242160197681
54.23291992921702,53.54750756860888,52.1174632045914,53.52074070819892
47.14528169239103,56.8543545290971,44.71510406822198,44.87410402777912
54.06881844983105,51.525741624275966,61.62779370527613,55.084885241189276
55.34235777994519,52.419618146606915,58.03294867774721,52.33164386085208
51.16439010068584,66.81317771042579,44.705779294402475,43.41537463183527
51.17200446349348,56.7339577101071,56.39473853986986,56.0413141274025
51.35171619640863,54.91736934864788,45.11041649729086,61.17046540398866
45.683273676303095,47.398871663183755,42.85854150834387,55.00916984774704
49.262356598798235,57.54782498212611,55.90732838021108,57.134923836132344
49.237387337738205,47.308411907556554,59.71352219887314,50.426856908012944
51.916969321767475,53.675515134417324,60.98781605446678,41.69247540130745
54.999121234551474,54.067554781801704,56.661791864623495,40.779397744162374
44.70731959010795,55.779700115305346,48.242568614852615,51.275410219338795
49.37495484840211,60.40812603346123,62.409811692823695,47.0401059613501
57.407277738294866,54.770078220898434,65.71755231090918,53.857772349763195
46.28205885593718,47.1911625443694,56.19561756532298,49.68626658015663
45.888749913548395,54.688783155139696,58.04006677463102,53.07792643930644
51.01153095915597,56.97697069305656,42.002565326006966,42.73621226618926
54.2219259524266,52.77916843374146,43.63355625343555,47.755611898598076
50.057130277803296,54.22911907229514,44.101040807833904,57.54935341560157
56.644802952184946,53.82052805367736,62.77873626736842,44.62355809889313
54.28396991283263,72.82548272517245,58.926397830544495,69.6028951761312
54.20910033445031,55.52973048841569,66.30230767609677,47.57634619225503
52.770582506620464,44.984763151744424,46.26686705737608,52.72896879924976
61.63826550173042,44.08718430059142,51.01870060916407,55.486637536014335
48.974191555669776,54.412471296881485,46.46815181681523,53.70640883492511
39.98238853966743,58.13825255289946,46.099353439714655,54.54579801106938
58.021271807585705,75.27017505835161,44.72942275986784,44.24203233296022
47.711502845215875,53.77774082260577,60.531810674660065,55.568298533706496
50.539402221715164,56.1863811742585,59.44100288764414,45.7365344268259
56.547753424302634,68.73641815440645,46.31296702060292,51.29770882785769
41.98870229470538,51.79594250879062,46.665437045834494,51.29123093498613
43.7417639294693,51.17320814835461,57.89252576000214,52.425612794347906
41.99361031440573,58.69801346125381,42.229560660200086,51.68478338030095
46.02931854987288,56.53448390427695,41.76725025718886,45.780950107376384
52.19818303008497,57.056287853419654,55.51724727779602,43.25066293852142
52.62093921406385,59.59677184919601,41.77328314157096,54.361743399808844
51.38137089664277,41.01459163631903,39.412545742125616,50.929172887594575
42.93617058053817,53.2385080095612,46.249104444416865,55.74688420478909
38.44948281683678,51.63730149127201,46.5920818140742,49.77633532906066
50.27176792695191,51.692345954602175,48.92473982063973,42.9741781966152
47.64111983180832,52.20812781912896,42.70968204806802,54.83064840502053
52.29692885858306,54.60248855334346,43.80925847628662,48.148146951694464
53.50976813110635,52.2260126790064,44.354552502686616,51.7100172871051
50.69120716029341,61.11419869239632,62.43838643155658,46.762702857602406
53.80066542687927,50.87126299379996,45.278038338087015,58.221508551168455
51.14605687057534,51.54854761338132,45.3226025401609,45.617175879084016
52.650323528007334,52.50503846577912,61.65317556235341,48.312851229469125
46.47663368565059,48.82991887750835,40.81898254690149,50.53724351348658
49.10194293084271,54.97402368915749,60.43520712998951,44.53908836456521
50.983880483284786,59.961941651542915,44.4590789314514,51.65259764293798
54.10264237708709,53.46655004195414,42.57262204517688,58.05955238733745
48.031294138877136,64.96324308995307,55.90293444068822,47.54768919653145
52.60583627866056,55.446037055392665,44.11695682941825,51.97571409515863
48.6708060404231,66.33111387642094,44.88270323635034,36.25282306980722
49.41228916335935,53.271501561906405,58.65232124590978,46.52891344786972
54.147595210120365,50.11759467236672,45.05200388745392,48.43478857036897
40.03469814472922,57.063521356071924,47.03245452627418,61.99886130933568
43.5176383596262,51.043494080044056,42.17196025640598,55.40725234814266
42.589073012785896,51.056451477560536,44.902988643914355,48.36878159188086
38.33191940075848,53.848126576647005,44.411987106464956,49.112612564532064
46.60867779922412,57.26499586115185,43.052211241169594,48.114035626054644
53.747169498638705,48.66520388708436,44.83588668945219,40.415920641174615
48.57557966808712,54.48163358544055,53.5723152694196,44.3400677996152
50.98895040970926,56.429090067204264,56.67847641745602,54.805467430601084
55.44608748355396,63.76903389821767,45.81858755407732,39.45024676560014
56.63843066133846,58.0679612021179,60.24837104621969,46.168423251921475
49.654310326369306,63.53467144243511,43.519595372538376,48.001399718551184
56.76792944784699,45.24721891987962,56.529333549883674,58.71810933645783
50.46063329217055,58.958036939776015,59.453360317745265,53.84301882748184
45.81300888086269,47.838439339920484,57.73988589747363,47.2141473647345
47.02799823900632,52.342791536371706,44.74644035546558,56.52256848557776
42.597317437174915,57.82173905342487,45.39562143936345,46.297420897494405
45.55933073133174,54.96938553481468,42.400751584021684,55.04549901867003
48.20991655962786,65.64389239006995,43.631531411653924,43.20561377038492
54.01792509689301,55.29009726729259,42.29248048067012,78.00583781852195
58.60384915582992,54.77966710516145,48.688127152950315,47.96933177264507
43.0890924231148,50.725036534256034,53.43794774471617,62.31440352751028
51.9641373412996,51.03846812486693,50.849833891127915,48.91428193461843
44.79728030421233,65.81156766359754,48.1013585038167,51.38672089860108
52.37348544231601,52.76959715573726,58.508421613579785,47.52625784737144
49.34456674656137,67.4389416778522,42.16813942583399,52.76976752997662
40.84547087076235,61.99286163892353,64.8322913456683,47.08503058167966
54.64148495784242,57.344326595775655,45.746801731189976,53.10186196965679
46.97499643595634,58.17190955193876,60.092464935763,52.211110310182995
